x1,x2,label
0.47433288249053707,0.9547907927506063,0
0.6894393086655695,-0.44427089193561875,1
1.821709320107481,0.11963308896044289,1
0.7610903762804366,0.7049279161140098,0
-0.3214129306279198,0.8516372279143976,0
-0.9519654693619459,0.040012792958648125,0
1.0176758499482117,0.08989877502180182,0
1.0639931932756932,-0.39352585151905334,1
0.6694439221416166,0.8796982086076572,0
0.24789010168944237,-0.06275558481823403,1
0.7742822853505952,0.45249539215955464,0
0.19804388575373855,0.9119532521574435,0
0.528306496244192,0.7576260599773315,0
2.061483968988558,0.4461473109524062,1
0.29586467536678923,-0.10446878906124701,1
-0.8640490337881903,0.6920136916298607,0
0.9067906527424199,0.11328062962351934,0
-0.6059035505643516,0.7244902688162,0
-0.24589955637591737,0.9121085213921413,0
0.6224331038029061,0.8166951667352187,0
0.9783871630449041,0.012705161734075501,0
2.0595478604716546,0.28894409333721466,1
1.7261541158832632,-0.20027174622865496,1
2.114443628324482,0.41234822479210337,1
0.23310060662585447,-0.20326997283341042,1
1.7831258009683317,-0.14847837868953762,1
0.7642580480797827,0.6031151406524259,0
0.04356675136041546,0.9437433137568382,0
1.8358034738114952,-0.04361407412386703,1
0.8431699501315715,-0.624197016736304,1
2.1373367639898877,0.33857626709668714,1
-0.1930732740987947,0.9576725303007944,0
0.7860186855262541,0.6204432735744576,0
-0.8928357536613111,0.5100824899848918,0
-0.45663355819526363,0.8083581100165329,0
1.028127410609245,-0.3771557936327936,1
0.13357526870420253,1.0980377066742177,0
1.6558477685989585,-0.17378404436338996,1
0.9283038347267175,-0.534764612950893,1
-0.8372649813230082,0.26752277961078585,0
0.23101517157878157,-0.058298411332143085,1
1.0278682982971785,0.3650383545126364,0
1.4513287030312128,-0.3798858272086484,1
1.9014137915328304,0.13766374428658154,1
0.8986054790006396,0.19582203849428192,0
-0.3080037127426533,0.9818136650988069,0
1.2442823033086536,-0.5037537669855103,1
0.5621020976234419,0.8805599335503882,0
0.8637665307831498,0.5691029229612355,0
1.445903743465497,-0.3034515692016199,1
-1.052016069185899,0.48501585648803625,0
-0.8123320357468237,0.6076032574176524,0
0.5040679789258478,0.8769106766214082,0
2.0238717794247516,0.15590450500393066,1
1.9269828197579713,0.42535583438374036,1
0.19697925118814757,0.08246385229466965,1
-0.5159465930091055,0.8025796419194098,0
-0.14453357704043493,0.8360571633498576,0
0.20845050471835988,1.0430462461896572,0
-0.36309252307314394,0.8763612745404137,0
